synthetic_time,synthetic_url,original_scope,original_content,original_country_rank,original_world_rank,original_path_bin
2024-11-01 09:12:52.988505,https://www.axway.com/en/customers/advanzia-bank,Global,Society,-1,100000,50
2024-11-01 09:13:26.173917,https://www.ssrn.com/index.cfm/en/u-miami-business-bsr/miami-marketing/,Global,News,-1,10000,-1
2024-11-01 09:13:29.839346,https://www.ssrn.com/index.cfm/en/earthscirn/earthscirn-conferences-meetings/,Global,News,-1,10000,-1
2024-11-01 09:13:36.082974,https://www.shimanocyclingworld.com/events/today/,Global,News,-1,10000,25
2024-11-01 10:15:06.663434,https://www.paradoxhotels.com/en/kunshan/meetings-events/grand-ballroom,Global,Business,-1,10000,50
2024-11-01 10:44:11.529604,https://www.axway.com/en/customers/dun-bradstreet-0,Global,Society,-1,100000,50
2024-11-01 10:44:12.959817,https://www.axway.com/en/products/amplify-engage,Global,Society,-1,100000,50
2024-11-01 11:34:16.760892,https://www.axway.com/en/customers/dun-bradstreet-0,Global,Society,-1,100000,50
2024-11-01 11:34:23.972175,https://www.axway.com/en/customers/axway-security-statement,Global,Society,-1,100000,50
2024-11-01 11:44:24.789157,https://www.ssrn.com/index.cfm/en/u-paris-dauphine-bsr/paris-orgs-pub/,Global,News,-1,10000,-1
2024-11-01 11:44:34.082795,https://www.shimanocyclingworld.com/tag/off-road/,Global,News,-1,10000,25
2024-11-01 11:45:03.915769,https://www.shimanocyclingworld.com/tag/regulations/,Global,News,-1,10000,25
2024-11-01 12:07:48.176110,https://changiairport.com,Global,Business,500,100000,1
2024-11-01 12:07:54.219155,https://kkday.com,Global,Business,500,100000,1
2024-11-01 12:32:33.435254,https://www.wondershare.com/company/end-user-license-agreement.html?cmpscreencustom,Global,Society,-1,10000,-1
2024-11-01 12:44:40.854295,https://www.wondershare.com/?utm_source=fa.wondershare.com&utm_medium=redirect_301,Global,Society,-1,10000,-1
2024-11-01 12:44:53.982560,https://www.wondershare.com/products-solutions/digital-creativity/?cmpscreencustom,Global,Society,-1,10000,-1
2024-11-01 12:44:57.831419,https://www.wondershare.com/?utm_source=sr.wondershare.com&utm_medium=redirect_301,Global,Society,-1,10000,-1
2024-11-01 13:37:34.290355,https://www.etsy.com/invites/sell/?iid=wer_xjur5vxldpbwf67oc_e5r08nrtcjprlij7h-qzi.,Global,Shopping,100,100000,-1
2024-11-01 13:41:56.443859,https://www.wondershare.com/?utm_source=sr.wondershare.com&utm_medium=redirect_301,Global,Society,-1,10000,-1
2024-11-01 14:00:23.452062,https://www.mathsisfun.com/sets/functions-piecewise.html?ref=digitalbunker.dev,Global,Society,-1,10000,-1
2024-11-01 14:14:31.786661,https://www.wondershare.com/?utm_source=fa.wondershare.com&utm_medium=redirect_301,Global,Society,-1,10000,-1
2024-11-01 14:16:16.340566,https://www.wondershare.com/?utm_source=sr.wondershare.com&utm_medium=redirect_301,Global,Society,-1,10000,-1
2024-11-01 14:23:52.197459,https://www.wondershare.com/company/end-user-license-agreement.html?cmpscreencustom,Global,Society,-1,10000,-1
2024-11-01 14:24:03.144626,https://www.mathsisfun.com/sets/functions-piecewise.html?ref=digitalbunker.dev,Global,Society,-1,10000,-1
2024-11-01 14:42:13.673239,https://www.360and5.com/pages/weavve,Global,Society,-1,1000,25
